Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex_phenotype,sex_genotype,SRA Study,tissue
SRR19221303,WGS,302,8838735774,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402733,Model organism or animal,2884947007,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285207,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI065,MUI_065,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:53:00Z,1,MUI_065,female,F,SRP375369,caudal fin
SRR19221302,WGS,302,6626425714,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402734,Model organism or animal,2743165813,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285208,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI066,MUI_066,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T12:04:00Z,1,MUI_066,female,M,SRP375369,caudal fin
SRR19221301,WGS,302,7410379058,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402735,Model organism or animal,3067411381,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285209,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI067,MUI_067,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_067,male,F,SRP375369,caudal fin
SRR19221299,WGS,302,6986152410,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402736,Model organism or animal,2903651607,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285211,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI068,MUI_068,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T12:01:00Z,1,MUI_068,female,M,SRP375369,caudal fin
SRR19221298,WGS,302,10395836600,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402737,Model organism or animal,3390825371,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285212,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI070,MUI_070,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:56:00Z,1,MUI_070,male,M,SRP375369,caudal fin
SRR19221297,WGS,302,7616159442,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402738,Model organism or animal,3147864340,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285213,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI071,MUI_071,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_071,male,M,SRP375369,caudal fin
SRR19221296,WGS,302,7748721134,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402739,Model organism or animal,3195599601,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285214,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI072,MUI_072,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T12:00:00Z,1,MUI_072,male,F,SRP375369,caudal fin
SRR19221295,WGS,302,6489139534,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402740,Model organism or animal,2662565569,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285215,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI073,MUI_073,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:49:00Z,1,MUI_073,female,M,SRP375369,caudal fin
SRR19221294,WGS,302,7600869182,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402741,Model organism or animal,3140548111,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285216,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI074,MUI_074,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:49:00Z,1,MUI_074,male,F,SRP375369,caudal fin
SRR19221293,WGS,302,7239974048,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402742,Model organism or animal,3003351349,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285217,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI076,MUI_076,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:50:00Z,1,MUI_076,male,M,SRP375369,caudal fin
SRR19221292,WGS,302,6249079734,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402743,Model organism or animal,2601666090,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285218,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI077,MUI_077,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:47:00Z,1,MUI_077,female,M,SRP375369,caudal fin
SRR19221291,WGS,302,9095763142,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402744,Model organism or animal,2968016154,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285219,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI078,MUI_078,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:52:00Z,1,MUI_078,male,F,SRP375369,caudal fin
SRR19221290,WGS,302,6584647638,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402745,Model organism or animal,2730742560,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285220,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI079,MUI_079,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:47:00Z,1,MUI_079,male,F,SRP375369,caudal fin
SRR19221286,WGS,302,7095184376,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402746,Model organism or animal,2934915017,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285222,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI080,MUI_080,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_080,male,F,SRP375369,caudal fin
SRR19221284,WGS,302,7172022236,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402747,Model organism or animal,2967097828,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285223,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI081,MUI_081,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:53:00Z,1,MUI_081,male,M,SRP375369,caudal fin
SRR19221282,WGS,302,10545541322,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402748,Model organism or animal,3442250868,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285224,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI082,MUI_082,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:55:00Z,1,MUI_082,male,F,SRP375369,caudal fin
SRR19221280,WGS,302,7839978588,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402749,Model organism or animal,3240269177,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285225,Canada,North America,"Canada: Alberta\, Muir Lake",HiSeq X Ten,MUI083,MUI_083,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_083,female,F,SRP375369,caudal fin
SRR19221278,WGS,302,9603973272,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402750,Model organism or animal,3136543998,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285226,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI084,MUI_084,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:50:00Z,1,MUI_084,male,F,SRP375369,caudal fin
SRR19221276,WGS,302,11559236032,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402751,Model organism or animal,3762847992,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285227,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI087,MUI_087,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:56:00Z,1,MUI_087,female,M,SRP375369,caudal fin
SRR19221274,WGS,302,8575218124,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402752,Model organism or animal,2800525818,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285228,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI088,MUI_088,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:49:00Z,1,MUI_088,female,M,SRP375369,caudal fin
SRR19221272,WGS,302,6938140450,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402753,Model organism or animal,2266695183,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285229,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI089,MUI_089,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_089,female,M,SRP375369,caudal fin
SRR19221270,WGS,302,6977882442,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402754,Model organism or animal,2276226419,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285230,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI090,MUI_090,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_090,female,F,SRP375369,caudal fin
SRR19221266,WGS,302,9385694014,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402756,Model organism or animal,3058018050,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285232,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI092,MUI_092,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:53:00Z,1,MUI_092,male,F,SRP375369,caudal fin
SRR19221264,WGS,302,8794227316,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402757,Model organism or animal,2866420253,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285233,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI093,MUI_093,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T12:01:00Z,1,MUI_093,male,F,SRP375369,caudal fin
SRR19221262,WGS,302,5790822820,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402758,Model organism or animal,1880388186,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285234,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI094,MUI_094,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI_094,female,M,SRP375369,caudal fin
SRR19221260,WGS,302,6344271644,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402759,Model organism or animal,2070006696,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285235,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI100,MUI_100,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:46:00Z,1,MUI_100,female,M,SRP375369,caudal fin
SRR19221258,WGS,302,9033371754,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402760,Model organism or animal,2934250909,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285236,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-007,MUI-19-007,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:50:00Z,1,MUI-19-007,female,M,SRP375369,caudal fin
SRR19221256,WGS,302,9546011620,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402761,Model organism or animal,3108586889,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285237,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-021,MUI-19-021,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:50:00Z,1,MUI-19-021,male,F,SRP375369,caudal fin
SRR19221254,WGS,302,9153531514,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402762,Model organism or animal,2965992652,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285238,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-022,MUI-19-022,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:56:00Z,1,MUI-19-022,male,M,SRP375369,caudal fin
SRR19221252,WGS,302,8866143180,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402763,Model organism or animal,2878410490,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285239,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-023,MUI-19-023,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:53:00Z,1,MUI-19-023,male,M,SRP375369,caudal fin
SRR19221250,WGS,302,8818869308,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402764,Model organism or animal,2863815118,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285240,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-024,MUI-19-024,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:54:00Z,1,MUI-19-024,male,M,SRP375369,caudal fin
SRR19221248,WGS,302,7921070420,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402765,Model organism or animal,2581637011,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285241,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-026,MUI-19-026,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI-19-026,male,M,SRP375369,caudal fin
SRR19221244,WGS,302,7067547148,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402766,Model organism or animal,2286974290,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285243,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-028,MUI-19-028,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:46:00Z,1,MUI-19-028,male,F,SRP375369,caudal fin
SRR19221242,WGS,302,8095753260,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402767,Model organism or animal,2618113001,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285244,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-031,MUI-19-031,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:49:00Z,1,MUI-19-031,male,M,SRP375369,caudal fin
SRR19221240,WGS,302,9692391020,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402768,Model organism or animal,3160480713,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285245,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-033,MUI-19-033,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:51:00Z,1,MUI-19-033,male,F,SRP375369,caudal fin
SRR19221238,WGS,302,8142434004,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402769,Model organism or animal,2641787485,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285246,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-034,MUI-19-034,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:54:00Z,1,MUI-19-034,male,F,SRP375369,caudal fin
SRR19221236,WGS,302,8287872070,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402770,Model organism or animal,2695227771,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285247,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-035,MUI-19-035,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:50:00Z,1,MUI-19-035,male,M,SRP375369,caudal fin
SRR19221234,WGS,302,10216641276,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402771,Model organism or animal,3319443665,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285248,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-036,MUI-19-036,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:58:00Z,1,MUI-19-036,male,F,SRP375369,caudal fin
SRR19221232,WGS,302,8743455680,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402772,Model organism or animal,2849027883,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285249,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-037,MUI-19-037,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:48:00Z,1,MUI-19-037,male,F,SRP375369,caudal fin
SRR19221230,WGS,302,10320615346,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402773,Model organism or animal,3356599015,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285250,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-038,MUI-19-038,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:57:00Z,1,MUI-19-038,male,F,SRP375369,caudal fin
SRR19221228,WGS,302,9372277060,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402774,Model organism or animal,3057514485,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285251,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-039,MUI-19-039,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:53:00Z,1,MUI-19-039,male,F,SRP375369,caudal fin
SRR19221226,WGS,302,10131227824,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402775,Model organism or animal,3294791646,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285252,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-040,MUI-19-040,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:55:00Z,1,MUI-19-040,male,M,SRP375369,caudal fin
SRR19221222,WGS,302,10915318880,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402776,Model organism or animal,3554921387,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285254,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-042,MUI-19-042,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:55:00Z,1,MUI-19-042,male,F,SRP375369,caudal fin
SRR19221220,WGS,302,6678773488,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402777,Model organism or animal,2173098919,MOUNT ROYAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX15285255,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-048,MUI-19-048,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:55:00Z,1,MUI-19-048,male,M,SRP375369,caudal fin
SRR19221218,WGS,302,6857868548,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402778,Model organism or animal,2240150558,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285256,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-057,MUI-19-057,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:52:00Z,1,MUI-19-057,male,M,SRP375369,caudal fin
SRR19221216,WGS,302,6546981896,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402779,Model organism or animal,2123420295,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285257,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-063,MUI-19-063,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:53:00Z,1,MUI-19-063,male,F,SRP375369,caudal fin
SRR19221214,WGS,302,6323746516,"Jon Mee\, Mount Royal University",PRJNA838068,SAMN28402780,Model organism or animal,2052832495,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX15285258,Canada,North America,"Canada: Alberta\, Muir Lake",Illumina NovaSeq 6000,MUI-19-064,MUI-19-064,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2022-08-31T00:00:00Z,2022-05-16T11:50:00Z,1,MUI-19-064,male,F,SRP375369,caudal fin
